 Item ID  |  Item Name
  26FA    |   Purple-Stripe Tights
  26FB    |   Dress Socks
  26FC    |   Gray Tights
  26FD    |   Navy Socks
  26FE    |   Hiking Gaiters
  26FF    |   White-Lace Socks
  2700    |   Tube Socks
  2701    |   Argyle Socks
  2702    |   Bobby Socks
  2703    |   Red Tights
  2704    |   Purple Star Socks
  2705    |   Gray Leggings
  2706    |   White Socks
  2707    |   Black Tights
  2708    |   Beige Tights
  2709    |   Colorful Socks
  270A    |   Checkered Socks
  270B    |   Brown Socks
  270C    |   Argyle Tights
  270D    |   Green-Stripe Socks
  270E    |   Leg Warmers
  270F    |   White Ankle Socks
  2710    |   Soccer Socks
  2711    |   Black Leggings
  2712    |   Polka-Dot Socks
  2713    |   White Stockings
  2714    |   Gray Socks
  2715    |   Blue-Stripe Tights
  2716    |   Green Tights
  2717    |   Blue Sneakers
  2718    |   White Patent Shoes
  2719    |   Purple Pumps
  271A    |   Shearling Boots
  271B    |   Basketball Shoes
  271C    |   Santa Boots
  271D    |   Hero's Boots
  271E    |   Lace-Up Boots
  271F    |   White Leather Shoes
  2720    |   Hiking Boots
  2721    |   Kimono Sandals
  2722    |   Snow Boots
  2723    |   Flip-Flops
  2724    |   Green Polka Pumps
  2725    |   Leopard Pumps
  2726    |   Tropical Sandals
  2727    |   Polka-Dot Rain Boots
  2728    |   Yellow Rain Boots
  2729    |   Cleats
  272A    |   Wooden Clogs
  272B    |   Brown Loafers
  272C    |   Slippers
  272D    |   Monochrome Shoes
  272E    |   Green Sandals
  272F    |   Tasseled Loafers
  2730    |   Purple High-Tops
  2731    |   Flower Loafers
  2732    |   Patched Shoes
  2733    |   Clogs
  2734    |   Climbing Shoes
  2735    |   Gladiator Sandals
  2736    |   Ninja Sandals
  2737    |   Steel-Toed Boots
  2738    |   Zap Boots
  2739    |   Black Rain Boots
  273A    |   Stripe Shoes
  273B    |   Ballet Slippers
  273C    |   Cowboy Boots
  273D    |   Jester's Shoes
  273E    |   School Shoes
  273F    |   Armor Shoes
  2740    |   Gold-Armor Shoes
  2741    |   Blue Wrestling Shoes
  2742    |   Red Wrestling Shoes
  2743    |   Varia Suit Shoes
  2744    |   Green Buckled Shoes
  2745    |   Black Loafers
  2746    |   Pink Slip-Ons
  2747    |   Blue Pumps
  2748    |   Colorful Sneakers
  2749    |   Red Boat Shoes
  274A    |   Red Shoes
  274B    |   Orange Sandals
  274C    |   Brown Slip-Ons
  274D    |   Yellow Buckled Shoes
  274E    |   Purple Dot Shoes
  274F    |   Black Pumps
  2750    |   Green-Stripe Shoes
  2751    |   Pink Sneakers
  2752    |   Brown Pumps
  2753    |   Yellow Sneakers
  2754    |   Orange Shoes
  2755    |   Gelato Umbrella
  2756    |   Bat Umbrella
  2757    |   Lacy Parasol
  2758    |   Leaf Umbrella
  2759    |   Paper Parasol
  275A    |   Ribbon Umbrella
  275B    |   Red Umbrella
  275C    |   Blue Umbrella
  275D    |   Yellow Umbrella
  275E    |   Green Umbrella
  275F    |   Candy Umbrella
  2760    |   Melon Umbrella
  2761    |   Mint Umbrella
  2762    |   Picnic Umbrella
  2763    |   Lemon Umbrella
  2764    |   Toad Parasol
  2765    |   Eggy Parasol
  2766    |   Blue Dot Parasol
  2767    |   Daisy Umbrella
  2768    |   Paw Umbrella
  2769    |   Petal Parasol
  276A    |   Busted Umbrella
  276B    |   Sunny Parasol
  276C    |   Beach Umbrella
  276D    |   Elegant Umbrella
  276E    |   Modern Umbrella
  276F    |   Leopard Umbrella
  2770    |   Zebra Umbrella
  2771    |   Forest Umbrella
  2772    |   Flame Umbrella
  2773    |   Camo Umbrella
  2774    |   Spider Umbrella
  2775    |   Gracie Umbrella
  2776    |   Peach's Parasol
  2777    |   Ghost Umbrella
  2778    |   Maple Umbrella
  2779    |   Red Cap
  277A    |   Yellow Cap
  277B    |   Light-Blue Cap
  277C    |   Green Cap
  277D    |   Star Cap
  277E    |   1-Up Cap
  277F    |   Purple Cap
  2780    |   Blue Cap
  2781    |   Blue Pom-Pom Hat
  2782    |   Green Knit Hat
  2783    |   Orange Knit Hat
  2784    |   Pink Knit Hat
  2785    |   Purple Knit Hat
  2786    |   Red Pom-Pom Hat
  2787    |   Badge Hat
  2788    |   Straw Hat
  2789    |   Grandpa Hat
  278A    |   Paperboy Cap
  278B    |   Beret
  278C    |   Dandy Hat
  278D    |   Hunter's Cap
  278E    |   Detective Hat
  278F    |   Top Hat
  2790    |   Puffy Hat
  2791    |   Gracie Hat
  2792    |   Elegant Hat
  2793    |   Bandana
  2794    |   Tulip Hat
  2795    |   Do-Rag
  2796    |   Swimming Cap
  2797    |   Wizard's Cap
  2798    |   Newsprint Helmet
  2799    |   Santa Hat
  279A    |   Big Bro's Hat
  279B    |   Li'l Bro's Hat
  279C    |   Wario Hat
  279D    |   Bicycle Helmet
  279E    |   Chef's Hat
  279F    |   Combat Helmet
  27A0    |   Scholar's Hat
  27A1    |   Safety Helmet
  27A2    |   Police Cap
  27A3    |   Explorer's Hat
  27A4    |   Captain's Hat
  27A5    |   Sailor's Hat
  27A6    |   Silk Hat
  27A7    |   Outback Hat
  27A8    |   Milkmaid Hat
  27A9    |   Sombrero
  27AA    |   Alpinist Hat
  27AB    |   Viking Helmet
  27AC    |   Cavalier Hat
  27AD    |   Pirate's Hat
  27AE    |   Jester's Cap
  27AF    |   Witch's Hat
  27B0    |   Melon Hat
  27B1    |   Strawberry Hat
  27B2    |   Kiwi Hat
  27B3    |   Mandarin Hat
  27B4    |   Watermelon Hat
  27B5    |   Grape Hat
  27B6    |   Red Ribbon
  27B7    |   Blue Ribbon
  27B8    |   Yellow Ribbon
  27B9    |   Heart Hairpin
  27BA    |   Star Hairpin
  27BB    |   Moon Hairpin
  27BC    |   Halo
  27BD    |   Shamrock Hat
  27BE    |   Student Cap
  27BF    |   Flamenco Hat
  27C0    |   Red-Team Cap
  27C1    |   White-Team Cap
  27C2    |   Hot-Dog Hat
  27C3    |   Celebration Hat
  27C4    |   Emperor's Cap
  27C5    |   Banana-Split Hat
  27C6    |   School Cap
  27C7    |   White School Cap
  27C8    |   White Police Cap
  27C9    |   Royal Crown
  27CA    |   Crown
  27CB    |   Patched Hat
  27CC    |   Birthday Hat
  27CD    |   Red New Year's Hat
  27CE    |   Y. New Year's Hat
  27CF    |   Blue New Year's Hat
  27D0    |   Green New Year's Hat
  27D1    |   White Cap
  27D2    |   Ribboned Straw Hat
  27D3    |   Nurse's Cap
  27D4    |   Pink Nightcap
  27D5    |   Blue Plaid Fedora
  27D6    |   Hibiscus Hairpin
  27D7    |   Straw Umbrella Hat
  27D8    |   Conical Straw Hat
  27D9    |   Iberian Hat
  27DA    |   Balloon Hat
  27DB    |   Blue Nightcap
  27DC    |   Straw Boater
  27DD    |   Terry-Cloth Do-Rag
  27DE    |   Shower Cap
  27DF    |   Floppy Hat
  27E0    |   Flashy Hairpin
  27E1    |   Festivale Accessory
  27E2    |   Cloche Hat
  27E3    |   Pilot's Hat
  27E4    |   School Hat
  27E5    |   Bulb Bopper
  27E6    |   Flower Bopper
  27E7    |   Heart Bopper
  27E8    |   Star Bopper
  27E9    |   Mailman's Hat
  27EA    |   Plain Black Cap
  27EB    |   Small Silk Hat
  27EC    |   Stripe Knit Cap
  27ED    |   Pilot's Cap
  27EE    |   Fireman's Hat
  27EF    |   Baby's Hat
  27F0    |   Turban
  27F1    |   Warbonnet
  27F2    |   Kaffiyeh
  27F3    |   Cow Bone
  27F4    |   Samurai Wig
  27F5    |   Geisha Wig
  27F6    |   Ninja Hood
  27F7    |   Powdered Wig
  27F8    |   Afro Wig
  27F9    |   Regent Wig
  27FA    |   Mohawk Wig
  27FB    |   Pigtail
  27FC    |   Bun Wig
  27FD    |   Tiara Hair
  27FE    |   Bridal Veil
  27FF    |   Headband
  2800    |   Bunny Hood
  2801    |   Cat Cap
  2802    |   Bear Cap
  2803    |   Frog Cap
  2804    |   Kappa Cap
  2805    |   Samurai Helmet
  2806    |   Hero's Cap
  2807    |   Racing Helmet
  2808    |   Motocross Helmet
  2809    |   Football Helmet
  280A    |   Knight's Helmet
  280B    |   Roman Helmet
  280C    |   Diving Mask
  280D    |   Space Helmet
  280E    |   Ski Mask
  280F    |   Wrestling Mask
  2810    |   Retro Helmet
  2811    |   Red-Zap Helmet
  2812    |   Blue-Zap Helmet
  2813    |   Green-Zap Helmet
  2814    |   Pink-Zap Helmet
  2815    |   Red Ogre Mask
  2816    |   Blue Ogre Mask
  2817    |   Majora's Mask
  2818    |   Samus Mask
  2819    |   Midna's Mask
  281A    |   Toad Hat
  281B    |   Pumpkin Head
  281C    |   King Tut Mask
  281D    |   Ghost Mask
  281E    |   Monster Mask
  281F    |   Bug Mask
  2820    |   Mummy Mask
  2821    |   Red Pikmin
  2822    |   Blue Pikmin
  2823    |   Yellow Pikmin
  2824    |   Girl's Day Updo
  2825    |   Green Headgear
  2826    |   Red Headgear
  2827    |   Snowman Head
  2828    |   Tsunokakushi
  2829    |   Kintaro Wig
  282A    |   Tam-O'-shanter
  282B    |   Red-Horned Hat
  282C    |   Red Hood
  282D    |   Funky Wig
  282E    |   Makar's Mask
  282F    |   Fencing Mask
  2830    |   Topknot Wig
  2831    |   DJ Cap
  2832    |   Lion-Dance Mask
  2833    |   Hair-Bow Wig
  2834    |   Tingle Hood
  2835    |   Purple-Imp Hood
  2836    |   Stagehand Hat
  2837    |   Matronly Bun
  2838    |   Skeleton Hood
  2839    |   Black Veil
  283A    |   Afro Cap
  283B    |   Werewolf Hood
  283C    |   Ogre's Wig
  283D    |   Diver's Hood
  283E    |   Headkerchief
  283F    |   Fi Mask
  2840    |   Coin Headpiece
  2841    |   Batter's Helmet
  2842    |   Jockey's Helmet
  2843    |   Catcher's Mask
  2844    |   Blue Headgear
  2845    |   Braided Wig
  2846    |   Purple-Pumpkin Head
  2847    |   Yellow-Pumpkin Head
  2848    |   Green-Pumpkin Head
  2849    |   Red-Pumpkin Head
  284A    |   Birthday Shades
  284B    |   Blue Frames
  284C    |   Red Glasses
  284D    |   Yellow Glasses
  284E    |   Mint Glasses
  284F    |   Purple Glasses
  2850    |   Green Glasses
  2851    |   Brown Glasses
  2852    |   Pink Glasses
  2853    |   Thick Glasses
  2854    |   Silver Frames
  2855    |   Rimmed Glasses
  2856    |   Funky Glasses
  2857    |   Tortoise Specs
  2858    |   Gracie Glasses
  2859    |   Pilot Shades
  285A    |   Sporty Shades
  285B    |   Huge Shades
  285C    |   Triangle Shades
  285D    |   Tiny Shades
  285E    |   Heart Shades
  285F    |   Star Shades
  2860    |   3D Glasses
  2861    |   Ballroom Mask
  2862    |   Superhero Mask
  2863    |   Goggles
  2864    |   Snorkel Mask
  2865    |   Eye Mask
  2866    |   HMD
  2867    |   Monocle
  2868    |   Doctor's Mirror
  2869    |   Eye Patch
  286A    |   Post-Op Patch
  286B    |   Gas Mask
  286C    |   Hockey Mask
  286D    |   Jester's Mask
  286E    |   Red Nose
  286F    |   Stache & Glasses
  2870    |   Big Bro's Mustache
  2871    |   Bad Bro's Stache
  2872    |   Curly Mustache
  2873    |   King's Beard
  2874    |   Doctor's Mask
  2875    |   Pacifier
  2876    |   Beak
  2877    |   Lemon Pack
  2878    |   Cucumber Pack
  2879    |   Bandage
  287A    |   Ladder Shades
  287B    |   Santa Beard
  287C    |   Round Glasses
  287D    |   Cyber Shades
  287E    |   Masquerade Mask
  287F    |   Funny Glasses
  2880    |   Leaf
  2881    |   Steampunk Glasses
  2882    |   Aviator Shades
  2883    |   Facial Mask
  2884    |   Oval Shades
  2885    |   Red Tulips
  2886    |   White Tulips
  2887    |   Yellow Tulips
  2888    |   Pink Tulips
  2889    |   Purple Tulips
  288A    |   Black Tulips
  288B    |   Orange Tulips
  288C    |   White Pansies
  288D    |   Yellow Pansies
  288E    |   Red Pansies
  288F    |   Purple Pansies
  2890    |   Orange Pansies
  2891    |   Blue Pansies
  2892    |   White Cosmos
  2893    |   Red Cosmos
  2894    |   Yellow Cosmos
  2895    |   Pink Cosmos
  2896    |   Orange Cosmos
  2897    |   Black Cosmos
  2898    |   Red Roses
  2899    |   White Roses
  289A    |   Yellow Roses
  289B    |   Pink Roses
  289C    |   Orange Roses
  289D    |   Purple Roses
  289E    |   Black Roses
  289F    |   Blue Roses
  28A0    |   Gold Roses
  28A1    |   Red Carnations
  28A2    |   Pink Carnations
  28A3    |   White Carnations
  28A4    |   White Lilies
  28A5    |   Yellow Lilies
  28A6    |   Red Lilies
  28A7    |   Orange Lilies
  28A8    |   Pink Lilies
  28A9    |   Black Lilies
  28AA    |   Purple Violets
  28AB    |   Blue Violets
  28AC    |   White Violets
  28AD    |   Yellow Violets
  28AE    |   Jacob's Ladder
  28AF    |   Lucky Clovers
  28B0    |   Dandelions
  28B1    |   Dandelion Puffs
  28B2    |   Mega Clankoid
  28B3    |   Clankoid
  28B4    |   Mini Clankoid
  28B5    |   Tall Clankoid
  28B6    |   Squat Dingloid
  28B7    |   Mega Dingloid
  28B8    |   Dingloid
  28B9    |   Mini Dingloid
  28BA    |   Wee Dingloid
  28BB    |   Tall Dingloid
  28BC    |   Mega Percoloid
  28BD    |   Tall Percoloid
  28BE    |   Mega Oombloid
  28BF    |   Oombloid
  28C0    |   Mini Oombloid
  28C1    |   Tall Oombloid
  28C2    |   Rhythmoid
  28C3    |   Mini Rhythmoid
  28C4    |   Mega Puffoid
  28C5    |   Mini Puffoid
  28C6    |   Tall Puffoid
  28C7    |   Mega Lullaboid
  28C8    |   Lullaboid
  28C9    |   Mini Lullaboid
  28CA    |   Tall Lullaboid
  28CB    |   Mega Sproid
  28CC    |   Sproid
  28CD    |   Mini Sproid
  28CE    |   Tall Sproid
  28CF    |   Mega Bowtoid
  28D0    |   Bowtoid
  28D1    |   Mini Bowtoid
  28D2    |   Tall Bowtoid
  28D3    |   Mega Tootoid
  28D4    |   Tootoid
  28D5    |   Mini Tootoid
  28D6    |   Mega Plinkoid
  28D7    |   Plinkoid
  28D8    |   Mini Plinkoid
  28D9    |   Mega Dekkoid
  28DA    |   Dekkoid
  28DB    |   Mini Dekkoid
  28DC    |   Mega Buzzoid
  28DD    |   Buzzoid
  28DE    |   Mini Buzzoid
  28DF    |   Tall Buzzoid
  28E0    |   Mega Drilloid
  28E1    |   Drilloid
  28E2    |   Mini Drilloid
  28E3    |   Mega Echoid
  28E4    |   Mini Echoid
  28E5    |   Tall Echoid
  28E6    |   Mega Lamentoid
  28E7    |   Lamentoid
  28E8    |   Mini Lamentoid
  28E9    |   Tall Lamentoid
  28EA    |   Mega Strumboid
  28EB    |   Strumboid
  28EC    |   Mini Strumboid
  28ED    |   Tall Strumboid
  28EE    |   Mega Croakoid
  28EF    |   Croakoid
  28F0    |   Mini Croakoid
  28F1    |   Tall Croakoid
  28F2    |   Mega Fizzoid
  28F3    |   Mini Fizzoid
  28F4    |   Mega Squelchoid
  28F5    |   Squelchoid
  28F6    |   Mini Squelchoid
  28F7    |   Mega Howloid
  28F8    |   Howloid
  28F9    |   Mini Howloid
  28FA    |   Mega Nebuloid
  28FB    |   Squat Nebuloid
  28FC    |   Nebuloid
  28FD    |   Mini Nebuloid
  28FE    |   Tall Nebuloid
  28FF    |   Slim Nebuloid
  2900    |   Mega Gongoid
  2901    |   Gongoid
  2902    |   Mini Gongoid
  2903    |   Tall Gongoid
  2904    |   Mega Poltergoid
  2905    |   Poltergoid
  2906    |   Mini Poltergoid
  2907    |   Tall Poltergoid
  2908    |   Metatoid
  2909    |   Mini Metatoid
  290A    |   Mega Bovoid
  290B    |   Tall Bovoid
  290C    |   Mega Oboid
  290D    |   Oboid
  290E    |   Tall Oboid
  290F    |   Mega Dinkoid
  2910    |   Mini Dinkoid
  2911    |   Mega Harmonoid
  2912    |   Harmonoid
  2913    |   Mini Harmonoid
  2914    |   Tall Harmonoid
  2915    |   Tall Droploid
  2916    |   Mega Sputnoid
  2917    |   Sputnoid
  2918    |   Mini Sputnoid
  2919    |   Tall Sputnoid
  291A    |   Mega Alloid
  291B    |   Mini Alloid
  291C    |   Tall Alloid
  291D    |   Mega Timpanoid
  291E    |   Timpanoid
  291F    |   Mini Timpanoid
  2920    |   Tall Timpanoid
  2921    |   Gargloid
  2922    |   Mini Gargloid
  2923    |   Tall Gargloid
  2924    |   Warbloid
  2925    |   Mini Warbloid
  2926    |   Tall Warbloid
  2927    |   Mega Freakoid
  2928    |   Mini Freakoid
  2929    |   Mega Quazoid
  292A    |   Quazoid
  292B    |   Mini Quazoid
  292C    |   Tall Quazoid
  292D    |   Slim Quazoid
  292E    |   Mega Rustoid
  292F    |   Rustoid
  2930    |   Mini Rustoid
  2931    |   Mega Brewstoid
  2932    |   Mini Brewstoid
  2933    |   Tall Brewstoid
  2934    |   Brewstoid
  2935    |   Exotic Bed
  2936    |   Exotic Bureau
  2937    |   Exotic Wardrobe
  2938    |   Exotic Bench
  2939    |   Exotic Chair
  293A    |   Exotic Table
  293B    |   Exotic End Table
  293C    |   Exotic Lamp
  293D    |   Exotic Screen
  293E    |   Exotic Chest
  293F    |   Exotic Wall Shelf
  2940    |   Ranch Bed
  2941    |   Ranch Dresser
  2942    |   Ranch Wardrobe
  2943    |   Ranch Couch
  2944    |   Ranch Armchair
  2945    |   Ranch Chair
  2946    |   Ranch Table
  2947    |   Ranch Tea Table
  2948    |   Ranch Bookcase
  2949    |   Ranch Hutch
  294A    |   Ranch Wall Rack
  294B    |   Classic Bed
  294C    |   Classic Vanity
  294D    |   Classic Wardrobe
  294E    |   Classic Chair
  294F    |   Classic Sofa
  2950    |   Classic Table
  2951    |   Classic Bookcase
  2952    |   Classic Buffet
  2953    |   Classic Desk
  2954    |   Classic Clock
  2955    |   Classic Wall Shelf
  2956    |   Regal Bed
  2957    |   Regal Dresser
  2958    |   Regal Armoire
  2959    |   Regal Chair
  295A    |   Regal Sofa
  295B    |   Regal Table
  295C    |   Regal Lamp
  295D    |   Regal Clock
  295E    |   Regal Bookcase
  295F    |   Regal Vanity
  2960    |   Regal Wall Lamp
  2961    |   Blue Bed
  2962    |   Blue Bureau
  2963    |   Blue Wardrobe
  2964    |   Blue Chair
  2965    |   Blue Bench
  2966    |   Blue Table
  2967    |   Blue Bookcase
  2968    |   Blue Cabinet
  2969    |   Blue Clock
  296A    |   Blue Dresser
  296B    |   Blue Wall Shelf
  296C    |   Cabana Bed
  296D    |   Cabana Dresser
  296E    |   Cabana Wardrobe
  296F    |   Cabana Chair
  2970    |   Cabana Armchair
  2971    |   Cabana Table
  2972    |   Cabana Lamp
  2973    |   Cabana Bookcase
  2974    |   Cabana Vanity
  2975    |   Cabana Screen
  2976    |   Cabana Wall Radio
  2977    |   Green Bed
  2978    |   Green Dresser
  2979    |   Green Wardrobe
  297A    |   Green Chair
  297B    |   Green Bench
  297C    |   Green Table
  297D    |   Green Desk
  297E    |   Green Lamp
  297F    |   Green Counter
  2980    |   Green Pantry
  2981    |   Green Wall Clock
  2982    |   Cabin Bed
  2983    |   Cabin Dresser
  2984    |   Cabin Wardrobe
  2985    |   Cabin Chair
  2986    |   Cabin Armchair
  2987    |   Cabin Couch
  2988    |   Cabin Table
  2989    |   Cabin Low Table
  298A    |   Cabin Bookcase
  298B    |   Cabin Clock
  298C    |   Cabin Wall Clock
  298D    |   Modern Bed
  298E    |   Modern Dresser
  298F    |   Modern Wardrobe
  2990    |   Modern Chair
  2991    |   Modern Sofa
  2992    |   Modern End Table
  2993    |   Modern Desk
  2994    |   Modern Table
  2995    |   Modern Cabinet
  2996    |   Modern Lamp
  2997    |   Modern Wall Clock
  2998    |   Kiddie Bed
  2999    |   Kiddie Dresser
  299A    |   Kiddie Wardrobe
  299B    |   Kiddie Couch
  299C    |   Kiddie Chair
  299D    |   Kiddie Table
  299E    |   Kiddie Bureau
  299F    |   Kiddie Bookcase
  29A0    |   Kiddie Clock
  29A1    |   Kiddie Stereo
  29A2    |   Kiddie Wall Clock
  29A3    |   Lovely Bed
  29A4    |   Lovely Dresser
  29A5    |   Lovely Armoire
  29A6    |   Lovely Chair
  29A7    |   Lovely Love Seat
  29A8    |   Lovely End Table
  29A9    |   Lovely Table
  29AA    |   Lovely Vanity
  29AB    |   Lovely Kitchen
  29AC    |   Lovely Lamp
  29AD    |   Lovely Wall Clock
  29AE    |   Robo-Bed
  29AF    |   Robo-Dresser
  29B0    |   Robo-Closet
  29B1    |   Robo-Sofa
  29B2    |   Robo-Chair
  29B3    |   Robo-Table
  29B4    |   Robo-Stereo
  29B5    |   Robo-TV
  29B6    |   Robo-Clock
  29B7    |   Robo-Lamp
  29B8    |   Robo-Wall Clock
  29B9    |   Polka-Dot Bed
  29BA    |   Polka-Dot Dresser
  29BB    |   Polka-Dot Closet
  29BC    |   Polka-Dot Chair
  29BD    |   Polka-Dot Sofa
  29BE    |   Polka-Dot Table
  29BF    |   Polka-Dot Lamp
  29C0    |   Polka-Dot Stool
  29C1    |   Polka-Dot Low Table
  29C2    |   Polka-Dot TV
  29C3    |   Polka-Dot Clock
  29C4    |   Snowman Bed
  29C5    |   Snowman Dresser
  29C6    |   Snowman Wardrobe
  29C7    |   Snowman Chair
  29C8    |   Snowman Sofa
  29C9    |   Snowman Table
  29CA    |   Snowman Fridge
  29CB    |   Snowman TV
  29CC    |   Snowman Clock
  29CD    |   Snowman Lamp
  29CE    |   Snowman Vanity
  29CF    |   Mush Bed
  29D0    |   Mush Dresser
  29D1    |   Mush Closet
  29D2    |   Mush Chair
  29D3    |   Mush Stool
  29D4    |   Mush Table
  29D5    |   Mush End Table
  29D6    |   Mush Lamp
  29D7    |   Mush Wall Lamp
  29D8    |   Mush TV
  29D9    |   Mush Hanger
  29DA    |   Pavé Bed
  29DB    |   Pavé Chest
  29DC    |   Pavé Closet
  29DD    |   Pavé Sofa
  29DE    |   Pavé Chair
  29DF    |   Pavé Table
  29E0    |   Pavé End Table
  29E1    |   Pavé Bookshelf
  29E2    |   Pavé Bureau
  29E3    |   Pavé Lamp
  29E4    |   Pavé Clock
  29E5    |   Egg Bed
  29E6    |   Egg Dresser
  29E7    |   Egg Wardrobe
  29E8    |   Egg Chair
  29E9    |   Egg Bench
  29EA    |   Egg Table
  29EB    |   Egg Stereo
  29EC    |   Egg Toy Set
  29ED    |   Egg Clock
  29EE    |   Egg Lamp
  29EF    |   Egg TV
  29F0    |   Spooky Bed
  29F1    |   Spooky Dresser
  29F2    |   Spooky Wardrobe
  29F3    |   Spooky Sofa
  29F4    |   Spooky Chair
  29F5    |   Spooky Table
  29F6    |   Spooky Vanity
  29F7    |   Spooky Bookcase
  29F8    |   Spooky Clock
  29F9    |   Spooky Lamp
  29FA    |   Spooky Wall Lamp
  29FB    |   Harvest Bed
  29FC    |   Harvest Dresser
  29FD    |   Harvest Bureau
  29FE    |   Harvest Sofa
  29FF    |   Harvest Chair
  2A00    |   Harvest Table
  2A01    |   Harvest Mirror
  2A02    |   Harvest TV
  2A03    |   Harvest Clock
  2A04    |   Harvest Lamp
  2A05    |   Harvest Wall Lamp
  2A06    |   Jingle Bed
  2A07    |   Jingle Dresser
  2A08    |   Jingle Wardrobe
  2A09    |   Jingle Sofa
  2A0A    |   Jingle Chair
  2A0B    |   Jingle Table
  2A0C    |   Jingle Shelves
  2A0D    |   Jingle Piano
  2A0E    |   Jingle Clock
  2A0F    |   Jingle Lamp
  2A10    |   Jingle TV
  2A11    |   Princess Bed
  2A12    |   Princess Chest
  2A13    |   Princess Closet
  2A14    |   Princess Sofa
  2A15    |   Princess Chair
  2A16    |   Princess Table
  2A17    |   Princess Curio
  2A18    |   Princess Dresser
  2A19    |   Princess Cage
  2A1A    |   Princess Lamp
  2A1B    |   Princess Clock
  2A1C    |   Gracie Bed
  2A1D    |   Gracie Chest
  2A1E    |   Gracie Wardrobe
  2A1F    |   Gracie Bench
  2A20    |   Gracie Chair
  2A21    |   Gracie Low Table
  2A22    |   Gracie Desk
  2A23    |   Gracie Wagon
  2A24    |   Gracie Shelf
  2A25    |   Gracie Lamp
  2A26    |   Gracie Wall Clock
  2A27    |   Sweets Bed
  2A28    |   Sweets Dresser
  2A29    |   Sweets Closet
  2A2A    |   Sweets Sofa
  2A2B    |   Sweets Chair
  2A2C    |   Sweets Table
  2A2D    |   Sweets Minitable
  2A2E    |   Sweets Bookcase
  2A2F    |   Sweets Lamp
  2A30    |   Sweets Minilamp
  2A31    |   Sweets Player
  2A32    |   Gorgeous Bed
  2A33    |   Gorgeous Chest
  2A34    |   Gorgeous Closet
  2A35    |   Gorgeous Sofa
  2A36    |   Gorgeous Seat
  2A37    |   Gorgeous Stool
  2A38    |   Gorgeous Table
  2A39    |   Gorgeous Desk
  2A3A    |   Gorgeous Counter
  2A3B    |   Gorgeous Lamp
  2A3C    |   Gorgeous Wall Clock
  2A3D    |   Minimalist Bed
  2A3E    |   Minimalist Sofa
  2A3F    |   Minimalist Chair
  2A40    |   Minimalist Dresser
  2A41    |   Minimalist Wardrobe
  2A42    |   Minimalist Clock
  2A43    |   Minimalist Lamp
  2A44    |   Minimalist Ottoman
  2A45    |   Minimalist Table
  2A46    |   Minimalist Minitable
  2A47    |   Minimalist Vanity
  2A48    |   Golden Bed
  2A49    |   Golden Dresser
  2A4A    |   Golden Closet
  2A4B    |   Golden Chair
  2A4C    |   Golden Bench
  2A4D    |   Golden Table
  2A4E    |   Golden Clock
  2A4F    |   Golden Man
  2A50    |   Golden Woman
  2A51    |   Golden Screen
  2A52    |   Golden Wall Torch
  2A53    |   Cow Skull
  2A54    |   Desert Cactus
  2A55    |   Western Fence
  2A56    |   Saddle Fence
  2A57    |   Storefront
  2A58    |   Covered Wagon
  2A59    |   Watering Trough
  2A5A    |   Tumbleweed
  2A5B    |   Well
  2A5C    |   Wagon Wheel
  2A5D    |   Asteroid
  2A5E    |   Moon
  2A5F    |   Lunar Lander
  2A60    |   Rocket
  2A61    |   Lunar Rover
  2A62    |   Satellite
  2A63    |   Space Shuttle
  2A64    |   Spaceman Sam
  2A65    |   Space Station
  2A66    |   Flying Saucer
  2A67    |   Detour Arrow
  2A68    |   Handcart
  2A69    |   Iron Frame
  2A6A    |   Manhole Cover
  2A6B    |   Orange Cone
  2A6C    |   Traffic Cone
  2A6D    |   Sawhorse
  2A6E    |   Wet-Road Sign
  2A6F    |   Steamroller
  2A70    |   Jackhammer
  2A71    |   Striped Cone
  2A72    |   Cement Mixer
  2A73    |   Oil Barrel
  2A74    |   Boxing Barricade
  2A75    |   Red Corner
  2A76    |   Blue Corner
  2A77    |   Neutral Corner
  2A78    |   Judge's Bell
  2A79    |   Boxing Mat
  2A7A    |   Ringside Table
  2A7B    |   Weight Bench
  2A7C    |   Sandbag
  2A7D    |   Speed Bag
  2A7E    |   Birdhouse
  2A7F    |   Mr. Flamingo
  2A80    |   Mrs. Flamingo
  2A81    |   Garden Gnome
  2A82    |   Bug Zapper
  2A83    |   Hammock
  2A84    |   Birdbath
  2A85    |   Picnic Table
  2A86    |   Bird Feeder
  2A87    |   Lawn Chair
  2A88    |   Lawn Mower
  2A89    |   Barbecue
  2A8A    |   Backyard Pool
  2A8B    |   Sprinkler
  2A8C    |   Tiki Torch
  2A8D    |   Elephant Slide
  2A8E    |   Stroller
  2A8F    |   Cradle
  2A90    |   Baby Bed
  2A91    |   Clackercart
  2A92    |   Merry-Go-Round
  2A93    |   Rocking Horse
  2A94    |   Train Set
  2A95    |   Wobbelina
  2A96    |   Dolly
  2A97    |   Lab Bench
  2A98    |   Lab Chair
  2A99    |   Medicine Chest
  2A9A    |   Florence Flask
  2A9B    |   Amazing Machine
  2A9C    |   Unknown Machine
  2A9D    |   Complex Machine
  2A9E    |   Helm
  2A9F    |   Barrel
  2AA0    |   Keg
  2AA1    |   Ship Cannon
  2AA2    |   Anchor
  2AA3    |   Ship Compass
