  Item ID   |                      Item Name                     |            Filepath
  0x2AB7    | Jingle Piano                                       |    romfs:/Item/Model/int_xms_piano.bcres
  0x2AB8    | Jingle Clock                                       |    romfs:/Item/Model/int_xms_clockP.bcres
  0x2AB9    | Jingle Lamp                                        |    romfs:/Item/Model/int_xms_lamp.bcres
  0x2ABA    | Jingle TV                                          |    romfs:/Item/Model/int_xms_tv.bcres
  0x2ABB    | Princess Bed                                       |    romfs:/Item/Model/int_pri_bedW.bcres
  0x2ABC    | Princess Chest                                     |    romfs:/Item/Model/int_pri_chestA.bcres
  0x2ABD    | Princess Closet                                    |    romfs:/Item/Model/int_pri_chestC.bcres
  0x2ABE    | Princess Sofa                                      |    romfs:/Item/Model/int_pri_chairL.bcres
  0x2ABF    | Princess Chair                                     |    romfs:/Item/Model/int_pri_chairS.bcres
  0x2AC0    | Princess Table                                     |    romfs:/Item/Model/int_pri_tableM.bcres
  0x2AC1    | Princess Curio                                     |    romfs:/Item/Model/int_pri_curio.bcres
  0x2AC2    | Princess Dresser                                   |    romfs:/Item/Model/int_pri_dresser.bcres
  0x2AC3    | Princess Cage                                      |    romfs:/Item/Model/int_pri_cage.bcres
  0x2AC4    | Princess Lamp                                      |    romfs:/Item/Model/int_pri_lamp.bcres
  0x2AC5    | Princess Clock                                     |    romfs:/Item/Model/int_pri_wall.bcres
  0x2AC6    | Gracie Bed                                         |    romfs:/Item/Model/int_grf_bedW.bcres
  0x2AC7    | Gracie Chest                                       |    romfs:/Item/Model/int_grf_chestA.bcres
  0x2AC8    | Gracie Wardrobe                                    |    romfs:/Item/Model/int_grf_chestC.bcres
  0x2AC9    | Gracie Bench                                       |    romfs:/Item/Model/int_grf_chairL.bcres
  0x2ACA    | Gracie Chair                                       |    romfs:/Item/Model/int_grf_chairS.bcres
  0x2ACB    | Gracie Low Table                                   |    romfs:/Item/Model/int_grf_tableM.bcres
  0x2ACC    | Gracie Desk                                        |    romfs:/Item/Model/int_grf_desk.bcres
  0x2ACD    | Gracie Wagon                                       |    romfs:/Item/Model/int_grf_wagon.bcres
  0x2ACE    | Gracie Shelf                                       |    romfs:/Item/Model/int_grf_shelf_clockN.bcres
  0x2ACF    | Gracie Lamp                                        |    romfs:/Item/Model/int_grf_lamp.bcres
  0x2AD0    | Gracie Wall Clock                                  |    romfs:/Item/Model/int_grf_clockP.bcres
  0x2AD1    | Sweets Bed                                         |    romfs:/Item/Model/int_swt_bedW.bcres
  0x2AD2    | Sweets Dresser                                     |    romfs:/Item/Model/int_swt_chestA.bcres
  0x2AD3    | Sweets Closet                                      |    romfs:/Item/Model/int_swt_chestC.bcres
  0x2AD4    | Sweets Sofa                                        |    romfs:/Item/Model/int_swt_chairL.bcres
  0x2AD5    | Sweets Chair                                       |    romfs:/Item/Model/int_swt_chairS.bcres
  0x2AD6    | Sweets Table                                       |    romfs:/Item/Model/int_swt_tableL.bcres
  0x2AD7    | Sweets Minitable                                   |    romfs:/Item/Model/int_swt_tableS.bcres
  0x2AD8    | Sweets Bookcase                                    |    romfs:/Item/Model/int_swt_shelf.bcres
  0x2AD9    | Sweets Lamp                                        |    romfs:/Item/Model/int_swt_lamp.bcres
  0x2ADA    | Sweets Minilamp                                    |    romfs:/Item/Model/int_swt_mini_lamp.bcres
  0x2ADB    | Sweets Player                                      |    romfs:/Item/Model/int_swt_audioO.bcres
  0x2ADC    | Gorgeous Bed                                       |    romfs:/Item/Model/int_gor_bedW.bcres
  0x2ADD    | Gorgeous Chest                                     |    romfs:/Item/Model/int_gor_chestA.bcres
  0x2ADE    | Gorgeous Closet                                    |    romfs:/Item/Model/int_gor_chestC.bcres
  0x2ADF    | Gorgeous Sofa                                      |    romfs:/Item/Model/int_gor_chairL.bcres
  0x2AE0    | Gorgeous Seat                                      |    romfs:/Item/Model/int_gor_chairS.bcres
  0x2AE1    | Gorgeous Stool                                     |    romfs:/Item/Model/int_gor_high_chairS.bcres
  0x2AE2    | Gorgeous Table                                     |    romfs:/Item/Model/int_gor_tableM.bcres
  0x2AE3    | Gorgeous Desk                                      |    romfs:/Item/Model/int_gor_desk.bcres
  0x2AE4    | Gorgeous Counter                                   |    romfs:/Item/Model/int_gor_c_tableM.bcres
  0x2AE5    | Gorgeous Lamp                                      |    romfs:/Item/Model/int_gor_lamp.bcres
  0x2AE6    | Gorgeous Wall Clock                                |    romfs:/Item/Model/int_gor_clockP.bcres
  0x2AE7    | Minimalist Bed                                     |    romfs:/Item/Model/rmk_smp_bedS.bcres
  0x2AE8    | Minimalist Sofa                                    |    romfs:/Item/Model/rmk_smp_chairL.bcres
  0x2AE9    | Minimalist Chair                                   |    romfs:/Item/Model/rmk_smp_chairS.bcres
  0x2AEA    | Minimalist Dresser                                 |    romfs:/Item/Model/rmk_smp_chestA.bcres
  0x2AEB    | Minimalist Wardrobe                                |    romfs:/Item/Model/rmk_smp_chestC.bcres
  0x2AEC    | Minimalist Clock                                   |    romfs:/Item/Model/rmk_smp_clockN.bcres
  0x2AED    | Minimalist Lamp                                    |    romfs:/Item/Model/rmk_smp_lamp.bcres
  0x2AEE    | Minimalist Ottoman                                 |    romfs:/Item/Model/rmk_smp_ottoman.bcres
  0x2AEF    | Minimalist Table                                   |    romfs:/Item/Model/rmk_smp_tableM.bcres
  0x2AF0    | Minimalist Minitable                               |    romfs:/Item/Model/rmk_smp_tableS.bcres
  0x2AF1    | Minimalist Vanity                                  |    romfs:/Item/Model/rmk_smp_dresser.bcres
  0x2AF2    | Golden Bed                                         |    romfs:/Item/Model/int_gld_bedW.bcres
  0x2AF3    | Golden Dresser                                     |    romfs:/Item/Model/int_gld_chestA.bcres
  0x2AF4    | Golden Closet                                      |    romfs:/Item/Model/int_gld_chestC.bcres
  0x2AF5    | Golden Chair                                       |    romfs:/Item/Model/int_gld_chairS.bcres
  0x2AF6    | Golden Bench                                       |    romfs:/Item/Model/int_gld_chairL.bcres
  0x2AF7    | Golden Table                                       |    romfs:/Item/Model/int_gld_tableM.bcres
  0x2AF8    | Golden Clock                                       |    romfs:/Item/Model/int_gld_clockN.bcres
  0x2AF9    | Golden Man                                         |    romfs:/Item/Model/int_gld_pillar.bcres
  0x2AFA    | Golden Woman                                       |    romfs:/Item/Model/int_gld_pillar_female.bcres
  0x2AFB    | Golden Screen                                      |    romfs:/Item/Model/int_gld_screen.bcres
  0x2AFC    | Golden Wall Torch                                  |    romfs:/Item/Model/int_gld_wall.bcres
  0x2AFD    | Cow Skull                                          |    romfs:/Item/Model/int_wst_cowskull.bcres
  0x2AFE    | Desert Cactus                                      |    romfs:/Item/Model/int_wst_desertcactus.bcres
  0x2AFF    | Western Fence                                      |    romfs:/Item/Model/int_wst_fence.bcres
  0x2B00    | Saddle Fence                                       |    romfs:/Item/Model/int_wst_saddlefence.bcres
  0x2B01    | Storefront                                         |    romfs:/Item/Model/int_wst_storefront.bcres
  0x2B02    | Covered Wagon                                      |    romfs:/Item/Model/int_wst_wagon.bcres
  0x2B03    | Watering Trough                                    |    romfs:/Item/Model/int_wst_water.bcres
  0x2B04    | Tumbleweed                                         |    romfs:/Item/Model/int_wst_tumbleweed.bcres
  0x2B05    | Well                                               |    romfs:/Item/Model/int_wst_well.bcres
  0x2B06    | Wagon Wheel                                        |    romfs:/Item/Model/int_wst_wagonwheel.bcres
  0x2B07    | Asteroid                                           |    romfs:/Item/Model/int_uvs_meteo.bcres
  0x2B08    | Moon                                               |    romfs:/Item/Model/int_oth_moon.bcres
  0x2B09    | Lunar Lander                                       |    romfs:/Item/Model/int_uvs_module.bcres
  0x2B0A    | Rocket                                             |    romfs:/Item/Model/int_uvs_rocket.bcres
  0x2B0B    | Lunar Rover                                        |    romfs:/Item/Model/int_uvs_rover.bcres
  0x2B0C    | Satellite                                          |    romfs:/Item/Model/int_uvs_satellite.bcres
  0x2B0D    | Space Shuttle                                      |    romfs:/Item/Model/int_uvs_shuttle.bcres
  0x2B0E    | Spaceman Sam                                       |    romfs:/Item/Model/int_uvs_spacesuit.bcres
  0x2B0F    | Space Station                                      |    romfs:/Item/Model/int_uvs_station.bcres
  0x2B10    | Flying Saucer                                      |    romfs:/Item/Model/int_uvs_ufo.bcres
  0x2B11    | Detour Arrow                                       |    romfs:/Item/Model/int_cst_arrowsign.bcres
  0x2B12    | Handcart                                           |    romfs:/Item/Model/int_cst_handcart.bcres
  0x2B13    | Iron Frame                                         |    romfs:/Item/Model/int_cst_ironframe.bcres
  0x2B14    | Manhole Cover                                      |    romfs:/Item/Model/int_cst_manhole.bcres
  0x2B15    | Orange Cone                                        |    romfs:/Item/Model/int_cst_redP.bcres
  0x2B16    | Traffic Cone                                       |    romfs:/Item/Model/int_cst_weightP.bcres
  0x2B17    | Sawhorse                                           |    romfs:/Item/Model/int_csx_sawhorse.bcres
  0x2B18    | Wet-Road Sign                                      |    romfs:/Item/Model/rmk_csx_warning.bcres
  0x2B19    | Steamroller                                        |    romfs:/Item/Model/int_csx_roller.bcres
  0x2B1A    | Jackhammer                                         |    romfs:/Item/Model/int_csx_jack.bcres
  0x2B1B    | Striped Cone                                       |    romfs:/Item/Model/int_cst_stripesP.bcres
  0x2B1C    | Cement Mixer                                       |    romfs:/Item/Model/int_csx_sement.bcres
  0x2B1D    | Oil Barrel                                         |    romfs:/Item/Model/rmk_cst_drum.bcres
  0x2B1E    | Boxing Barricade                                   |    romfs:/Item/Model/int_wrs_barricade.bcres
  0x2B1F    | Red Corner                                         |    romfs:/Item/Model/int_wrs_bedW01.bcres
  0x2B20    | Blue Corner                                        |    romfs:/Item/Model/int_wrs_bedW02.bcres
  0x2B21    | Neutral Corner                                     |    romfs:/Item/Model/int_wrs_bedW03.bcres
  0x2B22    | Judge's Bell                                       |    romfs:/Item/Model/int_wrs_gong.bcres
  0x2B23    | Boxing Mat                                         |    romfs:/Item/Model/rmk_wrs_boxingmat.bcres
  0x2B24    | Ringside Table                                     |    romfs:/Item/Model/rmk_wrs_tableM.bcres
  0x2B25    | Weight Bench                                       |    romfs:/Item/Model/int_wrs_bedS.bcres
  0x2B26    | Sandbag                                            |    romfs:/Item/Model/int_wrs_sandbag.bcres
  0x2B27    | Speed Bag                                          |    romfs:/Item/Model/int_wrs_speedbag.bcres
  0x2B28    | Birdhouse                                          |    romfs:/Item/Model/int_gdn_birdhouse.bcres
  0x2B29    | Mr. Flamingo                                       |    romfs:/Item/Model/int_gdn_flamingo01.bcres
  0x2B2A    | Mrs. Flamingo                                      |    romfs:/Item/Model/int_gdn_flamingo02.bcres
  0x2B2B    | Garden Gnome                                       |    romfs:/Item/Model/rmk_gdn_gnome.bcres
  0x2B2C    | Bug Zapper                                         |    romfs:/Item/Model/int_gdn_bugzapper.bcres
  0x2B2D    | Hammock                                            |    romfs:/Item/Model/rmk_gdn_bedS.bcres
  0x2B2E    | Birdbath                                           |    romfs:/Item/Model/int_gdn_birdbath.bcres
  0x2B2F    | Picnic Table                                       |    romfs:/Item/Model/rmk_gdn_picnic.bcres
  0x2B30    | Bird Feeder                                        |    romfs:/Item/Model/int_gdn_birdfeeder.bcres
  0x2B31    | Lawn Chair                                         |    romfs:/Item/Model/rmk_gdn_chairS.bcres
  0x2B32    | Lawn Mower                                         |    romfs:/Item/Model/int_gdn_lawnmower.bcres
  0x2B33    | Barbecue                                           |    romfs:/Item/Model/int_gdn_barbecue.bcres
  0x2B34    | Backyard Pool                                      |    romfs:/Item/Model/int_gdn_pool.bcres
  0x2B35    | Sprinkler                                          |    romfs:/Item/Model/int_gdn_sprinkler.bcres
  0x2B36    | Tiki Torch                                         |    romfs:/Item/Model/int_gdn_torch.bcres
  0x2B37    | Elephant Slide                                     |    romfs:/Item/Model/int_bab_slide.bcres
  0x2B38    | Stroller                                           |    romfs:/Item/Model/rmk_bab_buggy.bcres
  0x2B39    | Cradle                                             |    romfs:/Item/Model/rmk_bab_cradle.bcres
  0x2B3A    | Baby Bed                                           |    romfs:/Item/Model/int_bab_bed.bcres
  0x2B3B    | Clackercart                                        |    romfs:/Item/Model/int_bab_cart.bcres
  0x2B3C    | Merry-Go-Round                                     |    romfs:/Item/Model/int_bab_toy.bcres
  0x2B3D    | Rocking Horse                                      |    romfs:/Item/Model/int_bab_horse.bcres
  0x2B3E    | Train Set                                          |    romfs:/Item/Model/int_bab_railroad.bcres
  0x2B3F    | Wobbelina                                          |    romfs:/Item/Model/rmk_bab_tumbler.bcres
  0x2B40    | Dolly                                              |    romfs:/Item/Model/rmk_bab_doll.bcres
  0x2B41    | Lab Bench                                          |    romfs:/Item/Model/int_mad_bedS.bcres
  0x2B42    | Lab Chair                                          |    romfs:/Item/Model/int_mad_chairS.bcres
  0x2B43    | Medicine Chest                                     |    romfs:/Item/Model/int_mad_shelf.bcres
  0x2B44    | Florence Flask                                     |    romfs:/Item/Model/int_mad_flask.bcres
  0x2B45    | Amazing Machine                                    |    romfs:/Item/Model/int_mad_mekaB.bcres
  0x2B46    | Unknown Machine                                    |    romfs:/Item/Model/int_mad_mekaC.bcres
  0x2B47    | Complex Machine                                    |    romfs:/Item/Model/int_mad_mekaA.bcres
  0x2B48    | Helm                                               |    romfs:/Item/Model/int_pir_wheel.bcres
  0x2B49    | Barrel                                             |    romfs:/Item/Model/int_pir_barrel01.bcres
  0x2B4A    | Keg                                                |    romfs:/Item/Model/int_pir_barrel02.bcres
  0x2B4B    | Ship Cannon                                        |    romfs:/Item/Model/int_pir_cannon.bcres
  0x2B4C    | Anchor                                             |    romfs:/Item/Model/int_pir_ancho.bcres
  0x2B4D    | Ship Compass                                       |    romfs:/Item/Model/int_pir_compass.bcres
  0x2B4E    | Creepy Skeleton                                    |    romfs:/Item/Model/int_hor_bone.bcres
  0x2B4F    | Creepy Cauldron                                    |    romfs:/Item/Model/int_hor_kame.bcres
  0x2B50    | Creepy Bat Stone                                   |    romfs:/Item/Model/int_hor_bosekiA.bcres
  0x2B51    | Creepy Stone                                       |    romfs:/Item/Model/int_hor_bosekiB.bcres
  0x2B52    | Creepy Coffin                                      |    romfs:/Item/Model/int_hor_kanoke_chestB.bcres
  0x2B53    | Creepy Crystal                                     |    romfs:/Item/Model/int_hor_table.bcres
  0x2B54    | Creepy Clock                                       |    romfs:/Item/Model/int_hor_clockP.bcres
  0x2B55    | Creepy Statue                                      |    romfs:/Item/Model/int_hor_kyouzou.bcres
  0x2B56    | Pawn                                               |    romfs:/Item/Model/rmk_chs_pawn.bcres
  0x2B57    | Bishop                                             |    romfs:/Item/Model/rmk_chs_bishop.bcres
  0x2B58    | King                                               |    romfs:/Item/Model/rmk_chs_king.bcres
  0x2B59    | Knight                                             |    romfs:/Item/Model/rmk_chs_knight.bcres
  0x2B5A    | Queen                                              |    romfs:/Item/Model/rmk_chs_queen.bcres
  0x2B5B    | Rook                                               |    romfs:/Item/Model/rmk_chs_rook.bcres
  0x2B5C    | Right Platform                                     |    romfs:/Item/Model/int_sch_platformR.bcres
  0x2B5D    | Left Platform                                      |    romfs:/Item/Model/int_sch_platformL.bcres
  0x2B5E    | Podium                                             |    romfs:/Item/Model/int_sch_teachers_desk.bcres
  0x2B5F    | Teacher's Desk                                     |    romfs:/Item/Model/int_scx_tableM.bcres
  0x2B60    | Teacher's Chair                                    |    romfs:/Item/Model/int_scx_chairS.bcres
  0x2B61    | School Desk                                        |    romfs:/Item/Model/int_sch_tableS.bcres
  0x2B62    | School Chair                                       |    romfs:/Item/Model/int_sch_chairS.bcres
  0x2B63    | Cubbyhole                                          |    romfs:/Item/Model/int_sch_shoesbox.bcres
  0x2B64    | Chalkboard                                         |    romfs:/Item/Model/rmk_sch_blackboard.bcres
  0x2B65    | Mop                                                |    romfs:/Item/Model/int_sch_cleantools.bcres
  0x2B66    | Skeleton                                           |    romfs:/Item/Model/int_sch_skeleton.bcres
  0x2B67    | Anatomical Model                                   |    romfs:/Item/Model/int_sch_manikin_normal.bcres
  0x2B68    | Clear Model                                        |    romfs:/Item/Model/int_sch_manikin_clear.bcres
  0x2B69    | Hamster Cage                                       |    romfs:/Item/Model/int_scx_hams_cage.bcres
  0x2B6A    | Science Table                                      |    romfs:/Item/Model/int_sch_sciencetable.bcres
  0x2B6B    | Vaulting Horse                                     |    romfs:/Item/Model/int_sch_baultingbox.bcres
  0x2B6C    | Ball Catcher                                       |    romfs:/Item/Model/rmk_sch_ballcase.bcres
  0x2B6D    | High-Jump Mat                                      |    romfs:/Item/Model/int_sch_mat_bedL.bcres
  0x2B6E    | Hurdle                                             |    romfs:/Item/Model/int_sch_hurdle.bcres
  0x2B6F    | Scoreboard                                         |    romfs:/Item/Model/int_sch_scoreboard.bcres
  0x2B70    | Folding Chair                                      |    romfs:/Item/Model/rmk_sch_pipe_chairS.bcres
  0x2B71    | Vision Tester                                      |    romfs:/Item/Model/int_hsp_eyesight.bcres
  0x2B72    | Trunk Measure                                      |    romfs:/Item/Model/int_hsp_chairS.bcres
  0x2B73    | Stadiometer                                        |    romfs:/Item/Model/int_hsp_stature.bcres
  0x2B74    | Scale                                              |    romfs:/Item/Model/int_hsp_scale.bcres
  0x2B75    | Hospital Bed                                       |    romfs:/Item/Model/int_hsp_bedS.bcres
  0x2B76    | Hospital Screen                                    |    romfs:/Item/Model/int_hsp_screen.bcres
  0x2B77    | IV Drip                                            |    romfs:/Item/Model/int_hsp_drops.bcres
  0x2B78    | Washbasin                                          |    romfs:/Item/Model/int_hsp_sterilizer.bcres
  0x2B79    | Writing Desk                                       |    romfs:/Item/Model/int_std_desk.bcres
  0x2B7A    | Writing Chair                                      |    romfs:/Item/Model/rmk_std_chairS.bcres
  0x2B7B    | Globe                                              |    romfs:/Item/Model/int_std_earth.bcres
  0x2B7C    | Office Desk                                        |    romfs:/Item/Model/int_ofc_tableM.bcres
  0x2B7D    | Office Chair                                       |    romfs:/Item/Model/int_ofc_chairS.bcres
  0x2B7E    | Office Locker                                      |    romfs:/Item/Model/int_ofc_chestB.bcres
  0x2B7F    | Coffeemaker                                        |    romfs:/Item/Model/int_oth_coffeemaker.bcres
  0x2B80    | Checkout Counter                                   |    romfs:/Item/Model/int_oth_regicounter.bcres
  0x2B81    | Cash Register                                      |    romfs:/Item/Model/int_oth_register.bcres
  0x2B82    | Jukebox                                            |    romfs:/Item/Model/int_msc_jukebox.bcres
  0x2B83    | Siphon                                             |    romfs:/Item/Model/int_oth_siphon.bcres
  0x2B84    | Giant Dharma                                       |    romfs:/Item/Model/rmk_dhr_dharmaL.bcres
  0x2B85    | Dharma                                             |    romfs:/Item/Model/rmk_dhr_dharmaM.bcres
  0x2B86    | Mini Dharma                                        |    romfs:/Item/Model/rmk_dhr_dharmaS.bcres
  0x2B87    | Papa Bear                                          |    romfs:/Item/Model/rmk_ber_bearL.bcres
  0x2B88    | Mama Bear                                          |    romfs:/Item/Model/rmk_ber_bearM.bcres
  0x2B89    | Baby Bear                                          |    romfs:/Item/Model/rmk_ber_bearS.bcres
  0x2B8A    | Mama Polar Bear                                    |    romfs:/Item/Model/rmk_ber_white.bcres
  0x2B8B    | Papa Panda                                         |    romfs:/Item/Model/int_pnd_l.bcres
  0x2B8C    | Mama Panda                                         |    romfs:/Item/Model/int_pnd_m.bcres
  0x2B8D    | Baby Panda                                         |    romfs:/Item/Model/int_pnd_s.bcres
  0x2B8E    | Tall Cactus                                        |    romfs:/Item/Model/int_cct_long.bcres
  0x2B8F    | Cactus                                             |    romfs:/Item/Model/int_cct_smooth.bcres
  0x2B90    | Round Cactus                                       |    romfs:/Item/Model/int_cct_sphere.bcres
  0x2B91    | Golf Bag                                           |    romfs:/Item/Model/rmk_glf_golfbag_b.bcres
  0x2B92    | Simple Armchair                                    |    romfs:/Item/Model/rmk_red_chairS.bcres
  0x2B93    | Simple Love Seat                                   |    romfs:/Item/Model/rmk_red_chairL.bcres
  0x2B94    | Bear Pole                                          |    romfs:/Item/Model/int_tpl_tpl01.bcres
  0x2B95    | Eagle Pole                                         |    romfs:/Item/Model/int_tpl_tpl02.bcres
  0x2B96    | Frog-Woman Pole                                    |    romfs:/Item/Model/int_tpl_tpl03.bcres
  0x2B97    | Raven Pole                                         |    romfs:/Item/Model/int_tpl_tpl04.bcres
  0x2B98    | Lava Lamp                                          |    romfs:/Item/Model/rmk_oth_lavalamp.bcres
  0x2B99    | Tea Table                                          |    romfs:/Item/Model/int_jpn_tableS.bcres
  0x2B9A    | Hearth                                             |    romfs:/Item/Model/int_jpn_hearth.bcres
  0x2B9B    | Screen                                             |    romfs:/Item/Model/int_jpn_byoubu.bcres
  0x2B9C    | Hibachi                                            |    romfs:/Item/Model/int_jpn_brazier.bcres
  0x2B9D    | Tea Tansu                                          |    romfs:/Item/Model/int_jpn_cupboard.bcres
  0x2B9E    | Paper Lantern                                      |    romfs:/Item/Model/int_jpn_lamp.bcres
  0x2B9F    | Paper Wall Lamp                                    |    romfs:/Item/Model/rmk_jpn_lamp_wall.bcres
  0x2BA0    | Paulownia Closet                                   |    romfs:/Item/Model/int_oth_kiri_chestA.bcres
  0x2BA1    | Stair Dresser                                      |    romfs:/Item/Model/int_oth_kaidan_chestA.bcres
  0x2BA2    | Low Screen                                         |    romfs:/Item/Model/int_oth_low_screen.bcres
  0x2BA3    | Paper Tiger                                        |    romfs:/Item/Model/int_jhn_hariko.bcres
  0x2BA4    | Lucky Frog                                         |    romfs:/Item/Model/int_oth_frog.bcres
  0x2BA5    | Sword                                              |    romfs:/Item/Model/int_jpn_sword.bcres
  0x2BA6    | Bow                                                |    romfs:/Item/Model/int_jpn_bow.bcres
  0x2BA7    | Samurai Suit                                       |    romfs:/Item/Model/int_jpn_armor.bcres
  0x2BA8    | Black Katana                                       |    romfs:/Item/Model/int_jpn_swordB.bcres
  0x2BA9    | White Katana                                       |    romfs:/Item/Model/int_jpn_swordW.bcres
  0x2BAA    | Ninja Sword                                        |    romfs:/Item/Model/int_jpn_swordN.bcres
  0x2BAB    | Deer Scare                                         |    romfs:/Item/Model/int_jgd_sisiodosi.bcres
  0x2BAC    | Tall Lantern                                       |    romfs:/Item/Model/int_jgd_lantern.bcres
  0x2BAD    | Spa Chair                                          |    romfs:/Item/Model/int_bth_bathchair.bcres
  0x2BAE    | Bath Mat                                           |    romfs:/Item/Model/rmk_oth_mat.bcres
  0x2BAF    | Bucket                                             |    romfs:/Item/Model/int_bth_pail.bcres
  0x2BB0    | Bathtub                                            |    romfs:/Item/Model/rmk_bth_bathtub.bcres
  0x2BB1    | Milk Case                                          |    romfs:/Item/Model/int_oth_milkcase.bcres
  0x2BB2    | Ice-Cream Case                                     |    romfs:/Item/Model/int_oth_icecase.bcres
  0x2BB3    | Wash Station                                       |    romfs:/Item/Model/int_bth_lavatory.bcres
  0x2BB4    | Tea Vase                                           |    romfs:/Item/Model/int_jar_jar_broun.bcres
  0x2BB5    | Red Vase                                           |    romfs:/Item/Model/int_jar_jar_red.bcres
  0x2BB6    | Blue Vase                                          |    romfs:/Item/Model/int_jar_jar_seiji.bcres
  0x2BB7    | Lucky Cat                                          |    romfs:/Item/Model/int_cat_whiteR.bcres
  0x2BB8    | Lefty Lucky Cat                                    |    romfs:/Item/Model/int_cat_whiteL.bcres
  0x2BB9    | Lucky Black Cat                                    |    romfs:/Item/Model/int_cat_black.bcres
  0x2BBA    | Lucky Gold Cat                                     |    romfs:/Item/Model/int_cat_gold.bcres
  0x2BBB    | Grapefruit Table                                   |    romfs:/Item/Model/int_ctr_g_tableS.bcres
  0x2BBC    | Lemon Table                                        |    romfs:/Item/Model/int_ctr_r_tableS.bcres
  0x2BBD    | Tangerine Chair                                    |    romfs:/Item/Model/rmk_ctr_chairS.bcres
  0x2BBE    | Kiwi Stool                                         |    romfs:/Item/Model/rmk_ctr_stool.bcres
  0x2BBF    | Pear Wardrobe                                      |    romfs:/Item/Model/int_per_chestC.bcres
  0x2BC0    | Pear Dresser                                       |    romfs:/Item/Model/int_per_chestA.bcres
  0x2BC1    | Watermelon Chair                                   |    romfs:/Item/Model/rmk_wtm_chairS.bcres
  0x2BC2    | Watermelon Table                                   |    romfs:/Item/Model/rmk_wtm_tableL.bcres
  0x2BC3    | Juicy-Apple TV                                     |    romfs:/Item/Model/rmk_apl_tv.bcres
  0x2BC4    | Juicy-Apple Clock                                  |    romfs:/Item/Model/rmk_apl_clockN.bcres
  0x2BC5    | Lily-Pad Table                                     |    romfs:/Item/Model/int_flg_tableS.bcres
  0x2BC6    | Froggy Chair                                       |    romfs:/Item/Model/rmk_flg_chairS.bcres
  0x2BC7    | Pine Chair                                         |    romfs:/Item/Model/int_pin_chairS.bcres
  0x2BC8    | Pine Table                                         |    romfs:/Item/Model/rmk_pin_tableL.bcres
  0x2BC9    | Flower Chair                                       |    romfs:/Item/Model/rmk_flc_chairS.bcres
  0x2BCA    | Flower Table                                       |    romfs:/Item/Model/rmk_flc_tableS.bcres
  0x2BCB    | Ponderosa Bonsai                                   |    romfs:/Item/Model/int_bop_redpine.bcres
  0x2BCC    | Pine Bonsai                                        |    romfs:/Item/Model/int_bop_blackpine.bcres
  0x2BCD    | Mugho Bonsai                                       |    romfs:/Item/Model/int_bop_whitepine.bcres
  0x2BCE    | Plum Bonsai                                        |    romfs:/Item/Model/int_bon_apricot.bcres
  0x2BCF    | Holly Bonsai                                       |    romfs:/Item/Model/int_bon_bittersweet.bcres
  0x2BD0    | Azalea Bonsai                                      |    romfs:/Item/Model/int_bon_azalea.bcres
  0x2BD1    | Maple Bonsai                                       |    romfs:/Item/Model/int_bon_maple.bcres
  0x2BD2    | Hawthorn Bonsai                                    |    romfs:/Item/Model/int_bon_pyracantha.bcres
  0x2BD3    | Quince Bonsai                                      |    romfs:/Item/Model/int_bon_quince.bcres
  0x2BD4    | Jasmine Bonsai                                     |    romfs:/Item/Model/int_bon_sanshuyu.bcres
  0x2BD5    | Pothos                                             |    romfs:/Item/Model/int_plt_pothos.bcres
  0x2BD6    | Coconut Palm                                       |    romfs:/Item/Model/int_plt_palm.bcres
  0x2BD7    | Pachira                                            |    romfs:/Item/Model/int_plt_pachira.bcres
  0x2BD8    | Caladium                                           |    romfs:/Item/Model/int_plt_caladium.bcres
  0x2BD9    | Croton                                             |    romfs:/Item/Model/int_plt_croton.bcres
  0x2BDA    | Dracaena                                           |    romfs:/Item/Model/int_plt_happy.bcres
  0x2BDB    | Lady Palm                                          |    romfs:/Item/Model/int_plt_rattan.bcres
  0x2BDC    | Aloe                                               |    romfs:/Item/Model/int_plt_aloe.bcres
  0x2BDD    | Rubber Tree                                        |    romfs:/Item/Model/int_plt_rubber.bcres
  0x2BDE    | Snake Plant                                        |    romfs:/Item/Model/int_plt_sansevieria.bcres
  0x2BDF    | Fan Palm                                           |    romfs:/Item/Model/int_plt_yamadori.bcres
  0x2BE0    | Corn Plant                                         |    romfs:/Item/Model/int_plt_dracaena.bcres
  0x2BE1    | Bromeliaceae                                       |    romfs:/Item/Model/int_plt_ananas.bcres
  0x2BE2    | Weeping Fig                                        |    romfs:/Item/Model/int_plt_benjamin.bcres
  0x2BE3    | Conga Drum                                         |    romfs:/Item/Model/int_pcs_conga.bcres
  0x2BE4    | Djimbe Drum                                        |    romfs:/Item/Model/int_pcs_jb.bcres
  0x2BE5    | Timpano Drum                                       |    romfs:/Item/Model/int_pcs_tinpani.bcres
  0x2BE6    | Violin                                             |    romfs:/Item/Model/int_vio_viola.bcres
  0x2BE7    | Cello                                              |    romfs:/Item/Model/int_vio_cello.bcres
  0x2BE8    | Bass                                               |    romfs:/Item/Model/int_vio_bass.bcres
  0x2BE9    | Folk Guitar                                        |    romfs:/Item/Model/int_gtr_Agtr01.bcres
  0x2BEA    | Country Guitar                                     |    romfs:/Item/Model/int_gtr_Agtr02.bcres
  0x2BEB    | Rock Guitar                                        |    romfs:/Item/Model/rmk_gtr_Egtr01.bcres
